Text,Sentiment
"Chainlink recorded a -6.86% change in the last 24 hours, with a trading volume of $18844621.27 and market cap $126208447317.52. News sentiment score is 0.521 and social sentiment is 1.0.",Neutral
"Polygon recorded a 0.24% change in the last 24 hours, with a trading volume of $1347969.07 and market cap $2446110297.68. News sentiment score is -0.453 and social sentiment is -0.294.",Negative
"Bitcoin recorded a -11.13% change in the last 24 hours, with a trading volume of $690464.84 and market cap $546845667235100.8. News sentiment score is 0.165 and social sentiment is -0.134.",Negative
"Cardano recorded a -7.84% change in the last 24 hours, with a trading volume of $7920288.37 and market cap $1376383698.71. News sentiment score is 0.081 and social sentiment is -0.122.",Negative
"Bitcoin recorded a -8.03% change in the last 24 hours, with a trading volume of $1043871.42 and market cap $242269061585341.3. News sentiment score is -0.07 and social sentiment is 0.3.",Negative
"Polygon recorded a 2.31% change in the last 24 hours, with a trading volume of $4279650.09 and market cap $24345653007.28. News sentiment score is -0.361 and social sentiment is -0.283.",Negative
"Solana recorded a 4.65% change in the last 24 hours, with a trading volume of $2355441.64 and market cap $18001013935.01. News sentiment score is 0.067 and social sentiment is -0.216.",Negative
"Polkadot recorded a -4.91% change in the last 24 hours, with a trading volume of $21062539.1 and market cap $30712577688.16. News sentiment score is 0.171 and social sentiment is 0.147.",Negative
"Algorand recorded a -9.17% change in the last 24 hours, with a trading volume of $1184315.97 and market cap $5857632782.14. News sentiment score is 0.4 and social sentiment is -0.185.",Negative
"Bitcoin recorded a -16.16% change in the last 24 hours, with a trading volume of $1414353.09 and market cap $764041982003917.4. News sentiment score is 0.331 and social sentiment is 0.212.",Negative
"Ethereum recorded a -0.06% change in the last 24 hours, with a trading volume of $3912690.33 and market cap $21149629840953.8. News sentiment score is 0.27 and social sentiment is 0.274.",Negative
"Polygon recorded a -7.35% change in the last 24 hours, with a trading volume of $6087952.14 and market cap $11787972207.82. News sentiment score is 0.121 and social sentiment is 0.066.",Negative
"Cardano recorded a 12.37% change in the last 24 hours, with a trading volume of $7147818.39 and market cap $1193041565.19. News sentiment score is 0.027 and social sentiment is 0.183.",Negative
"Bitcoin recorded a -2.8% change in the last 24 hours, with a trading volume of $3934729.0 and market cap $608735818316342.5. News sentiment score is -0.165 and social sentiment is 0.045.",Negative
"Cardano recorded a 6.02% change in the last 24 hours, with a trading volume of $8185992.76 and market cap $4512214513.92. News sentiment score is -0.346 and social sentiment is -0.148.",Negative
"Cosmos recorded a -5.71% change in the last 24 hours, with a trading volume of $6038645.28 and market cap $29110215181.09. News sentiment score is 0.094 and social sentiment is -0.101.",Negative
"Algorand recorded a -11.69% change in the last 24 hours, with a trading volume of $3181939.75 and market cap $430876369.2. News sentiment score is -0.246 and social sentiment is -0.065.",Negative
"Polkadot recorded a -1.36% change in the last 24 hours, with a trading volume of $1288643.52 and market cap $93756253842.51. News sentiment score is 0.254 and social sentiment is -0.199.",Negative
"Polkadot recorded a 2.3% change in the last 24 hours, with a trading volume of $6012763.21 and market cap $36033233861.22. News sentiment score is -0.136 and social sentiment is -0.152.",Negative
"Ethereum recorded a -0.13% change in the last 24 hours, with a trading volume of $1686068.8 and market cap $12497705810633.86. News sentiment score is 0.382 and social sentiment is 0.156.",Negative
"Algorand recorded a 4.06% change in the last 24 hours, with a trading volume of $14585314.94 and market cap $5674578291.81. News sentiment score is -0.705 and social sentiment is -0.091.",Negative
"Polkadot recorded a 13.29% change in the last 24 hours, with a trading volume of $8174370.2 and market cap $28789581992.94. News sentiment score is -0.171 and social sentiment is -0.238.",Negative
"Cardano recorded a -3.56% change in the last 24 hours, with a trading volume of $4017152.66 and market cap $3875680941.2. News sentiment score is 0.089 and social sentiment is -0.282.",Negative
"Cardano recorded a -3.23% change in the last 24 hours, with a trading volume of $2985823.61 and market cap $7502043355.74. News sentiment score is -0.373 and social sentiment is -0.108.",Negative
"Chainlink recorded a -4.0% change in the last 24 hours, with a trading volume of $2654988.21 and market cap $283017103258.1. News sentiment score is -0.167 and social sentiment is 0.065.",Negative
"Chainlink recorded a -2.21% change in the last 24 hours, with a trading volume of $1596033.89 and market cap $92679774789.71. News sentiment score is -0.311 and social sentiment is -0.224.",Negative
"Polkadot recorded a -10.51% change in the last 24 hours, with a trading volume of $2970297.64 and market cap $7394433121.21. News sentiment score is -0.797 and social sentiment is -0.722.",Negative
"Polygon recorded a 5.89% change in the last 24 hours, with a trading volume of $394250.85 and market cap $1611491521.94. News sentiment score is 0.165 and social sentiment is -0.245.",Negative
"Chainlink recorded a 3.32% change in the last 24 hours, with a trading volume of $6078979.88 and market cap $92038948899.13. News sentiment score is 0.337 and social sentiment is 0.412.",Negative
"Cardano recorded a -1.46% change in the last 24 hours, with a trading volume of $1363288.61 and market cap $8099590514.38. News sentiment score is 0.251 and social sentiment is 0.299.",Negative
"Polkadot recorded a -2.07% change in the last 24 hours, with a trading volume of $3794319.36 and market cap $36935202384.52. News sentiment score is 0.627 and social sentiment is 0.018.",Positive
"Cardano recorded a 9.66% change in the last 24 hours, with a trading volume of $1414265.32 and market cap $3904728239.75. News sentiment score is -0.07 and social sentiment is -0.063.",Negative
"Polkadot recorded a 4.91% change in the last 24 hours, with a trading volume of $1733110.71 and market cap $61456581150.55. News sentiment score is -0.524 and social sentiment is -0.003.",Negative
"Ethereum recorded a 0.37% change in the last 24 hours, with a trading volume of $2492146.11 and market cap $14961950763713.66. News sentiment score is 0.239 and social sentiment is 0.259.",Negative
"Polygon recorded a 5.38% change in the last 24 hours, with a trading volume of $7590430.11 and market cap $13771300355.72. News sentiment score is 0.125 and social sentiment is -0.064.",Negative
"Algorand recorded a -5.01% change in the last 24 hours, with a trading volume of $1571753.99 and market cap $4655357474.26. News sentiment score is -0.298 and social sentiment is 0.267.",Negative
"Chainlink recorded a 5.47% change in the last 24 hours, with a trading volume of $4009919.53 and market cap $150001045551.2. News sentiment score is 0.241 and social sentiment is 0.409.",Negative
"Algorand recorded a 0.2% change in the last 24 hours, with a trading volume of $12446833.65 and market cap $5159092365.29. News sentiment score is 0.484 and social sentiment is 0.153.",Neutral
"Polygon recorded a -3.14% change in the last 24 hours, with a trading volume of $572027.59 and market cap $5264936975.7. News sentiment score is 0.307 and social sentiment is 0.034.",Negative
"Chainlink recorded a -4.48% change in the last 24 hours, with a trading volume of $3479140.82 and market cap $24679094476.88. News sentiment score is -0.409 and social sentiment is 0.255.",Negative
"Avalanche recorded a -7.96% change in the last 24 hours, with a trading volume of $4028791.44 and market cap $235147055864.45. News sentiment score is 0.188 and social sentiment is -0.013.",Negative
"Polygon recorded a -1.68% change in the last 24 hours, with a trading volume of $663560.39 and market cap $1149994997.35. News sentiment score is 0.521 and social sentiment is 0.189.",Neutral
"Polygon recorded a 5.86% change in the last 24 hours, with a trading volume of $6443032.69 and market cap $1501001540.06. News sentiment score is -0.26 and social sentiment is 0.001.",Negative
"Bitcoin recorded a 7.86% change in the last 24 hours, with a trading volume of $717361.67 and market cap $232675516222371.7. News sentiment score is -0.454 and social sentiment is -0.506.",Negative
"Avalanche recorded a -8.2% change in the last 24 hours, with a trading volume of $8987917.37 and market cap $246671144010.04. News sentiment score is -0.143 and social sentiment is -0.367.",Negative
"Solana recorded a -1.56% change in the last 24 hours, with a trading volume of $2088637.53 and market cap $665320126839.23. News sentiment score is -0.564 and social sentiment is -0.553.",Negative
"Cardano recorded a 0.97% change in the last 24 hours, with a trading volume of $2831670.54 and market cap $1755409472.58. News sentiment score is 0.026 and social sentiment is 0.323.",Negative
"Cosmos recorded a -1.76% change in the last 24 hours, with a trading volume of $5235706.45 and market cap $125592357240.27. News sentiment score is 0.114 and social sentiment is -0.39.",Negative
"Cosmos recorded a 4.49% change in the last 24 hours, with a trading volume of $3868420.3 and market cap $98038128979.93. News sentiment score is -0.176 and social sentiment is -0.019.",Negative
"Algorand recorded a 6.51% change in the last 24 hours, with a trading volume of $2583662.68 and market cap $5213278483.28. News sentiment score is 0.028 and social sentiment is 0.183.",Negative
"Cardano recorded a 6.23% change in the last 24 hours, with a trading volume of $1432944.19 and market cap $8366716061.04. News sentiment score is -0.436 and social sentiment is -0.176.",Negative
"Ethereum recorded a 11.67% change in the last 24 hours, with a trading volume of $7547614.27 and market cap $38588730433957.03. News sentiment score is -0.033 and social sentiment is -0.308.",Negative
"Algorand recorded a -0.6% change in the last 24 hours, with a trading volume of $870181.35 and market cap $4081297894.45. News sentiment score is -0.028 and social sentiment is -0.18.",Negative
"Cosmos recorded a 2.6% change in the last 24 hours, with a trading volume of $14688210.94 and market cap $59726926890.49. News sentiment score is 0.603 and social sentiment is 0.404.",Positive
